src,des,type
John B. Goodenough,Không có người hướng dẫn tiến sĩ,Người hướng dẫn luận án tiến sĩ
John B. Goodenough,National Medal Of Science,Giải thưởng
John B. Goodenough,Thạc Sĩ,Học vị
John B. Goodenough,Viện Công Nghệ Massachusetts,Nơi công tác
John B. Goodenough,Đại Học Chicago,Học vị
John B. Goodenough,Đại Học Oxford,Nơi công tác
John B. Goodenough,Đại Học Texas Tại Austin,Nơi công tác
John B. Goodenough,Đại Học Yale,Học vị
John Bardeen,/Bell Labs,Nơi công tác
John Bardeen,/Huân Chương Danh Dự IEEE,Giải thưởng
John Bardeen,/Nick Holonyak,Các nghiên cứu sinh nổi tiếng
John Bardeen,/Đại Học Illinois Ở Urbana-Champaign,Nơi công tác
John Bardeen,Boston,Mất
John Bardeen,Eugene Wigner,Người hướng dẫn luận án tiến sĩ
John Bardeen,Giải Nobel Vật Lý,Giải thưởng
John Bardeen,Hoa Kỳ,Quốc tịch
John Bardeen,Hoa Kỳ,Sinh
John Bardeen,John Schrieffer,Các nghiên cứu sinh nổi tiếng
John Bardeen,Không có người hướng dẫn tiến sĩ,Người hướng dẫn luận án tiến sĩ
John Bardeen,"Madison, Wisconsin",Sinh
John Bardeen,Massachusetts,Mất
John Bardeen,Đại Học Minnesota,Nơi công tác
John Bardeen,Đại Học Princeton,Trường lớp
John Bardeen,Đại Học Wisconsin-Madison,Trường lớp
John C. Mather,/Paul L. Richards,Người hướng dẫn luận án tiến sĩ
John C. Mather,/Swarthmore College,Trường lớp
John C. Mather,Giải Nobel Vật Lý,Giải thưởng
John C. Mather,Giải Vật Lý Thiên Văn Dannie Heineman,Giải thưởng
John C. Mather,Hoa Kỳ,Quốc tịch
John C. Mather,Hoa Kỳ,Sinh
John C. Mather,Không có người hướng dẫn tiến sĩ,Người hướng dẫn luận án tiến sĩ
John C. Mather,NASA,Nơi công tác
John C. Mather,"Roanoke, Virginia",Sinh
John C. Mather,Virginia,Sinh
John C. Mather,"Đại Học California, Berkeley",Trường lớp
John C. Mather,Đại Học Maryland,Nơi công tác
John Cockcroft,"/Cao Đẳng Saint John, Cambridge",Trường lớp
John Cockcroft,/Giải Thưởng Hòa Bình Về Nguyên Tử,Giải thưởng
John Cockcroft,/Huân Chương Hughes,Giải thưởng
John Cockcroft,/Ishfaq Ahmad,Các nghiên cứu sinh nổi tiếng
John Cockcroft,/Todmorden,Sinh
John Cockcroft,/Tổ Chức Nghiên Cứu Năng Lượng Nguyên Tử,Nơi công tác
John Cockcroft,/Đại Học Công Nghệ Manchester,Trường lớp
John Cockcroft,/Đại Học Victoria Của Manchester,Trường lớp
John Cockcroft,1897,Sinh
John Cockcroft,1938,Giải thưởng
John Cockcroft,1951,Giải thưởng
John Cockcroft,1961,Giải thưởng
John Cockcroft,27 Tháng 5,Sinh
John Cockcroft,Anh,Quốc tịch
John Cockcroft,Anh,Sinh
John Cockcroft,Cambridge,Mất
John Cockcroft,Ernest Rutherford,Người hướng dẫn luận án tiến sĩ
John Cockcroft,Giải Nobel Vật Lý,Giải thưởng
John Cockcroft,Không có người hướng dẫn tiến sĩ,Người hướng dẫn luận án tiến sĩ
John Cornforth,/Corday-Morgan,Giải thưởng
John Cornforth,"/St Catherine'S College, Oxford",Trường lớp
John Cornforth,/Sussex,Mất
John Cornforth,/Đại Học Sussex,Nơi công tác
John Cornforth,Anh,Mất
John Cornforth,Danh Sách Người Đoạt Giải Nobel Hóa Học,Giải thưởng
John Cornforth,Huy Chương Copley,Giải thưởng
John Cornforth,Hội Hoàng Gia Luân Đôn,Giải thưởng
John Cornforth,Sydney,Sinh
John Cornforth,Úc,Quốc tịch
John Cornforth,Úc,Sinh
John Cornforth,Đại Học Sydney,Trường lớp
John E. Walker,"/Halifax, West Yorkshire",Sinh
John E. Walker,Anh,Quốc tịch
John E. Walker,Anh,Sinh
John E. Walker,Danh Sách Người Đoạt Giải Nobel Hóa Học,Giải thưởng
John E. Walker,Yorkshire,Sinh
John E. Walker,Đại Học Oxford,Trường lớp
John Fenn,/Berea College,Trường lớp
John Fenn,/Richmond,Mất
John Fenn,/Virginia Commonwealth University,Nơi công tác
John Fenn,15 Tháng 6,Sinh
John Fenn,1917,Sinh
John Fenn,2002,Giải thưởng
John Fenn,Giải Humboldt,Giải thưởng
John Fenn,Giải Nobel Hóa Học,Giải thưởng
John Fenn,Hoa Kỳ,Quốc tịch
John Fenn,Mỹ,Sinh
John Fenn,New York,Sinh
John Fenn,Thành Phố New York,Sinh
John Fenn,Virginia,Mất
John Fenn,Đại Học Princeton,Nơi công tác
John Fenn,Đại Học Yale,Nơi công tác
John Fenn,Đại Học Yale,Trường lớp
"John Forbes Nash, Jr",/Albert W. Tucker,Người hướng dẫn luận án tiến sĩ
"John Forbes Nash, Jr",/Giải Lý Luận John Von Neumann,Giải thưởng
"John Forbes Nash, Jr",/Viện Công Nghệ Carnegie,Trường lớp
"John Forbes Nash, Jr","/Xã Monroe, Quận Gloucester, New Jersey",Mất
"John Forbes Nash, Jr","Bluefield, West Virginia",Sinh
"John Forbes Nash, Jr",Danh Sách Người Đoạt Giải Nobel Kinh Tế,Giải thưởng
"John Forbes Nash, Jr",Giải Abel,Giải thưởng
"John Forbes Nash, Jr",Không có người hướng dẫn tiến sĩ,Người hướng dẫn luận án tiến sĩ
"John Forbes Nash, Jr",New Jersey,Mất
"John Forbes Nash, Jr",Viện Công Nghệ Massachusetts,Nơi công tác
"John Forbes Nash, Jr",Đại Học Carnegie Mellon,Trường lớp
"John Forbes Nash, Jr",Đại Học Princeton,Nơi công tác
"John Forbes Nash, Jr",Đại Học Princeton,Trường lớp
John Franklin Enders,/West Hartford,Sinh
John Franklin Enders,1954,Giải thưởng
John Franklin Enders,Connecticut,Mất
John Franklin Enders,Connecticut,Sinh
John Franklin Enders,Danh Sách Người Đoạt Giải Nobel Sinh Lý Học Và Y Khoa,Giải thưởng
John Franklin Enders,Hoa Kỳ,Quốc tịch
John Franklin Enders,Hoa Kỳ,Sinh
John Franklin Enders,Waterford,Mất
John Franklin Enders,Đại Học Yale,Trường lớp
John Galsworthy,14 Tháng 8,Sinh
John Galsworthy,1867,Sinh
John Galsworthy,Kingston Upon Thames,Sinh
John Galsworthy,Luân Đôn,Mất
John Galsworthy,Người Anh,Quốc tịch
John Galsworthy,Vương Quốc Liên Hiệp Anh Và Bắc Ireland,Sinh
John Gurdon,/Giải Albert Lasker Cho Nghiên Cứu Y Khoa Cơ Bản,Giải thưởng
John Gurdon,/Giải Wolf Về Y Khoa,Giải thưởng
John Gurdon,Anh,Quốc tịch
John Gurdon,California Institute Of Technology,Nơi công tác
John Gurdon,Danh Sách Người Đoạt Giải Nobel Sinh Lý Học Và Y Khoa,Giải thưởng
John Gurdon,Http://Www.Theses.Com,Luận án
John Gurdon,Không có người hướng dẫn tiến sĩ,Người hướng dẫn luận án tiến sĩ
John Gurdon,Đại Học Cambridge,Nơi công tác
John Gurdon,Đại Học Oxford,Nơi công tác
John Harsanyi,/Giải John Von Neumann,Giải thưởng
John Harsanyi,/Kenneth Binmore,Ảnh hưởng tới
John Harsanyi,/Đại Học Tiểu Bang Wayne,Nơi công tác
John Harsanyi,"Berkeley, California",Mất
John Harsanyi,Budapest,Sinh
John Harsanyi,Giải Nobel Kinh Tế,Giải thưởng
John Harsanyi,Hoa Kỳ,Mất
John Harsanyi,Hoa Kỳ,Quốc tịch
John Harsanyi,Kenneth Arrow,Người hướng dẫn luận án tiến sĩ
John Harsanyi,Không có người hướng dẫn tiến sĩ,Người hướng dẫn luận án tiến sĩ
John Harsanyi,Vương Quốc Hungary (1920–1946,Sinh
John Harsanyi,"Đại Học California, Berkeley",Nơi công tác
John Harsanyi,Đại Học Eötvös Loránd,Trường lớp
John Harsanyi,Đại Học Lyon,Trường lớp
John Harsanyi,Đại Học Quốc Gia Australia,Nơi công tác
John Harsanyi,Đại Học Stanford,Trường lớp
John Harsanyi,Đại Học Sydney,Trường lớp
John Hasbrouck Van Vleck,"/Balliol College, Oxford",Nơi công tác
John Hasbrouck Van Vleck,/Edwin C. Kemble,Người hướng dẫn luận án tiến sĩ
John Hasbrouck Van Vleck,/Elliott Cresson Medal,Giải thưởng
John Hasbrouck Van Vleck,/Irving Langmuir Award,Giải thưởng
John Hasbrouck Van Vleck,/John Atanasoff,Các nghiên cứu sinh nổi tiếng
John Hasbrouck Van Vleck,/Lorentz Medal,Giải thưởng
John Hasbrouck Van Vleck,/P.W. Anderson,Các nghiên cứu sinh nổi tiếng
John Hasbrouck Van Vleck,/Robert Serber,Các nghiên cứu sinh nổi tiếng
John Hasbrouck Van Vleck,/University Of Wisconsin-Madison,Trường lớp
John Hasbrouck Van Vleck,/University Of Wisconsin–Madison,Nơi công tác
John Hasbrouck Van Vleck,"Cambridge, Massachusetts",Mất
John Hasbrouck Van Vleck,Edward Mills Purcell,Các nghiên cứu sinh nổi tiếng
John Hasbrouck Van Vleck,Fellow Of The Royal Society,Giải thưởng
John Hasbrouck Van Vleck,Giải Nobel Vật Lý,Giải thưởng
John Hasbrouck Van Vleck,Harvard University,Nơi công tác
John Hasbrouck Van Vleck,Harvard University,Trường lớp
John Hasbrouck Van Vleck,Hoa Kỳ,Quốc tịch
John Hasbrouck Van Vleck,Không có người hướng dẫn tiến sĩ,Người hướng dẫn luận án tiến sĩ
John Hasbrouck Van Vleck,"Middletown, Connecticut",Sinh
John Hasbrouck Van Vleck,National Medal Of Science,Giải thưởng
John Hasbrouck Van Vleck,Thomas Kuhn,Các nghiên cứu sinh nổi tiếng
John Hasbrouck Van Vleck,University Of Minnesota,Nơi công tác
John Hasbrouck Van Vleck,University Of Oxford,Nơi công tác
John Hicks,/Blockley,Mất
John Hicks,/Lionel Robbins,Ảnh hưởng bởi
John Hicks,"/Nuffield College, Oxford",Nơi công tác
John Hicks,/Trường Kinh Tế London,Nơi công tác
John Hicks,/Warwick,Sinh
John Hicks,Anh,Mất
John Hicks,Anh,Sinh
John Hicks,Friedrich Hayek,Ảnh hưởng bởi
John Hicks,Giải Nobel Kinh Tế,Giải thưởng
John Hicks,John Maynard Keynes,Ảnh hưởng bởi
John Hicks,Vương Quốc Anh,Quốc tịch
John Hicks,Đại Học Manchester,Nơi công tác
John Howard Northrop,/Jacques Loeb,Người hướng dẫn luận án tiến sĩ
John Howard Northrop,"/Wickenburg, Arizona",Mất
John Howard Northrop,"/Yonker, New York",Sinh
John Howard Northrop,1891,Sinh
John Howard Northrop,1939,Giải thưởng
John Howard Northrop,1946,Giải thưởng
John Howard Northrop,5 Tháng 7,Sinh
John Howard Northrop,Arizona,Mất
John Howard Northrop,Giải Nobel Hóa Học,Giải thưởng
John Howard Northrop,Hoa Kỳ,Quốc tịch
John Howard Northrop,Huy Chương Daniel Giraud Elliot,Giải thưởng
John Howard Northrop,Không có người hướng dẫn tiến sĩ,Người hướng dẫn luận án tiến sĩ
John Howard Northrop,Mỹ,Mất
John Howard Northrop,Mỹ,Sinh
John Howard Northrop,New York,Sinh
John Howard Northrop,"Đại Học California, Berkeley",Nơi công tác
John Howard Northrop,Đại Học Columbia,Nơi công tác
John Howard Northrop,Đại Học Columbia,Trường lớp
John Howard Northrop,Đại Học Rockefeller,Nơi công tác
John James Rickard Macleod,/Perth And Kinross,Sinh
John James Rickard Macleod,/Đại Học Aberdeen,Trường lớp
John James Rickard Macleod,Aberdeen,Mất
John James Rickard Macleod,Danh Sách Người Đoạt Giải Nobel Sinh Lý Học Và Y Khoa,Giải thưởng
John James Rickard Macleod,Scotland,Mất
John James Rickard Macleod,Scotland,Sinh
John Kendrew,1917,Sinh
John Kendrew,1962,Giải thưởng
John Kendrew,24 Tháng 3,Sinh
John Kendrew,Anh,Mất
John Kendrew,Anh,Quốc tịch
John Kendrew,Anh,Sinh
John Kendrew,Cambridge,Mất
John Kendrew,Giải Nobel Hóa Học,Giải thưởng
John Kendrew,Không Quân Hoàng Gia Anh,Nơi công tác
John Kendrew,Không có người hướng dẫn tiến sĩ,Người hướng dẫn luận án tiến sĩ
John Kendrew,Max Ferdinand Perutz,Người hướng dẫn luận án tiến sĩ
John Kendrew,Oxford,Sinh
John Kendrew,Đại Học Cambridge,Trường lớp
John Kenneth Galbraith,/Huy Chương Vàng Lomonosov,Giải thưởng
John Kenneth Galbraith,"/Iona Station, Ontario",Sinh
John Kenneth Galbraith,/James K. Galbraith,Ảnh hưởng tới
John Kenneth Galbraith,/Lars Pålsson Syll,Ảnh hưởng tới
John Kenneth Galbraith,/Modern Monetary Theory,Ảnh hưởng tới
John Kenneth Galbraith,/Robert Heilbroner,Ảnh hưởng tới
John Kenneth Galbraith,/Stephany Griffith-Jones,Ảnh hưởng tới
John Kenneth Galbraith,/Yanis Varoufakis,Ảnh hưởng tới
John Kenneth Galbraith,"Cambridge, Massachusetts",Mất
John Kenneth Galbraith,Hoa Kỳ,Mất
John Kenneth Galbraith,Joseph Stiglitz,Ảnh hưởng tới
John Kenneth Galbraith,Paul A. Baran,Ảnh hưởng tới
John Kenneth Galbraith,"Đại Học California, Berkeley",Nơi công tác
John Kenneth Galbraith,Đại Học Harvard,Nơi công tác
John Kenneth Galbraith,Đại Học Princeton,Nơi công tác
John L. Hall,/Huy Chương Vàng Bộ Thương Mại Mỹ,Giải thưởng
John L. Hall,/JILA,Nơi công tác
John L. Hall,/Viện Công Nghệ Carnegie,Trường lớp
John L. Hall,/Đại Học Colorado Boulder,Nơi công tác
John L. Hall,1934,Sinh
John L. Hall,1969,Giải thưởng
John L. Hall,2005,Giải thưởng
John L. Hall,21 Tháng 8,Sinh
John L. Hall,Colorado,Sinh
John L. Hall,Denver,Sinh
John L. Hall,Giải Nobel Vật Lý,Giải thưởng
John L. Hall,Hoa Kỳ,Quốc tịch
John L. Hall,Hoa Kỳ,Sinh
John L. Hall,NIST,Nơi công tác
John L. Hall,Năm,Sinh
John M. Kosterlitz,/Giải Lars Onsager,Giải thưởng
John M. Kosterlitz,Aberdeen,Sinh
John M. Kosterlitz,Giải Nobel Vật Lý,Giải thưởng
John M. Kosterlitz,Https://Ethos.Bl.Uk/OrderDetails.Do?Uin=Uk.Bl.Ethos.711269,Luận án
John M. Kosterlitz,Vương Quốc Anh,Sinh
John M. Kosterlitz,Đại Học Birmingham,Nơi công tác
John M. Kosterlitz,Đại Học Brown,Nơi công tác
John M. Kosterlitz,Đại Học Cambridge,Trường lớp
John M. Kosterlitz,Đại Học Oxford,Trường lớp
John Mott,Giải Nobel Hòa Bình,Giải thưởng
John Mott,Hoa Kỳ,Sinh
John Mott,New York,Sinh
John Mott,"Orlando, Florida",Mất
John Mott,Đại Học Cornell,Trường lớp
John O'Keefe (Nhà Thần Kinh Học,/City College Of New York,Trường lớp
John O'Keefe (Nhà Thần Kinh Học,/Ronald Melzack,Người hướng dẫn luận án tiến sĩ
John O'Keefe (Nhà Thần Kinh Học,/University College London,Nơi công tác
John O'Keefe (Nhà Thần Kinh Học,Giải Nobel Sinh Lý Học Và Y Khoa,Giải thưởng
John O'Keefe (Nhà Thần Kinh Học,Http://Digitool.Library.Mcgill.Ca/R/-?Func=Dbin-Jump-Full&Object Id=70142,Luận án
John O'Keefe (Nhà Thần Kinh Học,Không có người hướng dẫn tiến sĩ,Người hướng dẫn luận án tiến sĩ
John O'Keefe (Nhà Thần Kinh Học,McGill University,Trường lớp
John Polanyi,Berlin,Sinh
John Polanyi,Canada,Quốc tịch
John Polanyi,Giải Nobel Hóa Học,Giải thưởng
John Polanyi,Đại Học Manchester,Trường lớp
John Polanyi,Đại Học Toronto,Nơi công tác
John Polanyi,Đức,Sinh
John Pople,/A. David Buckingham,Các nghiên cứu sinh nổi tiếng
John Pople,/Burnham-On-Sea,Sinh
John Pople,/John Lennard-Jones,Người hướng dẫn luận án tiến sĩ
John Pople,/Martin Head-Gordon,Các nghiên cứu sinh nổi tiếng
John Pople,1925,Sinh
John Pople,1970,Giải thưởng
John Pople,1992,Giải thưởng
John Pople,1998,Giải thưởng
John Pople,31 Tháng 10,Sinh
John Pople,Anh,Quốc tịch
John Pople,Anh,Sinh
John Pople,Chicago,Mất
John Pople,Giải Humboldt,Giải thưởng
John Pople,Giải Irving Langmuir,Giải thưởng
John Pople,Giải Nobel Hóa Học,Giải thưởng
John Pople,Giải Wolf Về Hóa Học,Giải thưởng
John Pople,Illinois,Mất
John Pople,Không có người hướng dẫn tiến sĩ,Người hướng dẫn luận án tiến sĩ
John Pople,Mỹ,Mất
John Pople,Somerset,Sinh
John Pople,Đại Học Cambridge,Nơi công tác
John Robert Schrieffer,/Đại Học Bang Florida,Nơi công tác
John Robert Schrieffer,/Đại Học Illinois Tại Urbana-Champaign,Trường lớp
John Robert Schrieffer,Giải Nobel Vật Lý,Giải thưởng
John Robert Schrieffer,Giải Vật Lý Comstock,Giải thưởng
John Robert Schrieffer,Hoa Kỳ,Mất
John Robert Schrieffer,Hoa Kỳ,Quốc tịch
John Robert Schrieffer,Hoa Kỳ,Sinh
John Robert Schrieffer,Học Viện Công Nghệ Massachusetts,Trường lớp
John Robert Schrieffer,"Oak Park, Illinois",Sinh
John Robert Schrieffer,"Tallahassee, Florida",Mất
John Robert Schrieffer,Đại Học California Tại Santa Barbara,Nơi công tác
John Robert Schrieffer,Đại Học Florida,Nơi công tác
John Robert Schrieffer,Đại Học Pennsylvania,Nơi công tác
John Schrieffer,/Đại Học Bang Florida,Nơi công tác
John Schrieffer,/Đại Học Illinois Tại Urbana-Champaign,Trường lớp
John Schrieffer,Giải Nobel Vật Lý,Giải thưởng
John Schrieffer,Giải Vật Lý Comstock,Giải thưởng
John Schrieffer,Hoa Kỳ,Mất
John Schrieffer,Hoa Kỳ,Quốc tịch
John Schrieffer,Hoa Kỳ,Sinh
John Schrieffer,Học Viện Công Nghệ Massachusetts,Trường lớp
John Schrieffer,"Oak Park, Illinois",Sinh
John Schrieffer,"Tallahassee, Florida",Mất
John Schrieffer,Đại Học California Tại Santa Barbara,Nơi công tác
John Schrieffer,Đại Học Florida,Nơi công tác
John Schrieffer,Đại Học Pennsylvania,Nơi công tác
John Steinbeck,"/Salinas Valley, California",Sinh
John Steinbeck,1902,Sinh
John Steinbeck,27 Tháng 2,Sinh
John Steinbeck,Hoa Kỳ,Mất
John Steinbeck,Hoa Kỳ,Sinh
John Steinbeck,Nhà Văn,Nghề nghiệp
John Steinbeck,Thành Phố New York,Mất
John Sulston,/Gairdner Foundation International Award,Giải thưởng
John Sulston,/George W. Beadle Award,Giải thưởng
John Sulston,/Ian Fleming (Nhà Hóa Học,Ảnh hưởng bởi
John Sulston,/Knight Bachelor,Giải thưởng
John Sulston,/Leslie Orgel,Ảnh hưởng bởi
John Sulston,/Phòng Thí Nghiệm Sinh Học Phân Tử,Nơi công tác
John Sulston,/Viện Salk Nghiên Cứu Sinh Học,Nơi công tác
John Sulston,/Wellcome Trust Sanger Institute,Nơi công tác
John Sulston,Anh,Sinh
John Sulston,Cambridge,Sinh
John Sulston,Fellow Of The Royal Society,Giải thưởng
John Sulston,Giải Nobel Sinh Lý Học Và Y Khoa,Giải thưởng
John Sulston,Http://Ethos.Bl.Uk/OrderDetails.Do?Uin=Uk.Bl.Ethos.648083,Luận án
John Sulston,Không có người hướng dẫn tiến sĩ,Người hướng dẫn luận án tiến sĩ
John Sulston,Người Anh,Quốc tịch
John Sulston,Đại Học Cambridge,Nơi công tác
John Sulston,Đại Học Cambridge,Trường lớp
John Sulston,Đại Học Manchester,Nơi công tác
John Vane,Anh,Quốc tịch
John Vane,Danh Sách Người Đoạt Giải Nobel Sinh Lý Học Và Y Khoa,Giải thưởng
"John William Strutt, Nam Tước Rayleigh Thứ 3",/Edward John Routh,Người hướng dẫn luận án tiến sĩ
"John William Strutt, Nam Tước Rayleigh Thứ 3",/Jagdish Chandra Bose,Các nghiên cứu sinh nổi tiếng
"John William Strutt, Nam Tước Rayleigh Thứ 3","/Maldon, Essex",Sinh
"John William Strutt, Nam Tước Rayleigh Thứ 3","/Witham, Essex",Mất
"John William Strutt, Nam Tước Rayleigh Thứ 3",Anh,Mất
"John William Strutt, Nam Tước Rayleigh Thứ 3",Anh,Quốc tịch
"John William Strutt, Nam Tước Rayleigh Thứ 3",Anh,Sinh
"John William Strutt, Nam Tước Rayleigh Thứ 3",Eton College,Trường lớp
"John William Strutt, Nam Tước Rayleigh Thứ 3",George Paget Thomson,Các nghiên cứu sinh nổi tiếng
"John William Strutt, Nam Tước Rayleigh Thứ 3",Giải Nobel Vật Lý,Giải thưởng
